material,number_of_elements,critical_temp
Nd1.3Ce0.2Sr0.5Cu1O4,5,24.0
La2Cu1O4,3,35.0
Tb1Pb1Sr2Ca3Cu4O,6,36.0
Ho1Pb1Sr2Ca3Cu4O,6,41.0
Er1Pb1Sr2Ca3Cu4O,6,33.0
Tm1Pb1Sr2Ca3Cu4O,6,38.0
Yb1Pb1Sr2Ca3Cu4O,6,48.0
Lu1Pb1Sr2Ca3Cu4O,6,33.0
Y1Pb1Sr2Ca3Cu4O,6,31.0
La1Pb1Sr2Ca3Cu4O,6,22.0
Ce1Pb1Sr2Ca3Cu4O,6,62.0
Pr1Pb1Sr2Ca3Cu4O,6,18.0
Nd1Pb1Sr2Ca3Cu4O,6,40.0
Sm1Pb1Sr2Ca3Cu4O,6,35.0
Eu1Pb1Sr2Ca3Cu4O,6,38.0
Gd1Pb1Sr2Ca3Cu4O,6,42.0
Nd1.2Ce0.35Sr0.45Cu1O4,5,21.2
Nd1Ba2Cu3O7,4,94.2
Nd1.1Ba1.9Cu3O7,4,78.5
Nd1.2Ba1.8Cu3O7,4,48.8
Nd1.3Ba1.7Cu3O7,4,34.2
Y1Ba2Cu3O,4,89.8
Tl2Ba2Ca2Cu3O,5,129.0
Gd1Ba2Cu2.64Fe0.36O6.99,5,21.0
Gd1Ba2Cu3O6.99,4,94.0
Gd1Ba2Cu2.91Fe0.09O6.94,5,75.0
Gd1Ba2Cu2.82Fe0.18O6.91,5,41.0
Gd1Ba2Cu2.73Fe0.27O6.98,5,40.0
Sm1Ba2Cu3O7,4,88.1
Gd1Ba2Cu3O,4,92.7
Gd1Ba2Cu2.972Fe0.03O,5,90.0
Gd1Ba2Cu2.95Fe0.05O,5,89.1
Gd1Ba2Cu2.93Fe0.07O,5,86.9
Gd1Ba2Cu2.9Fe0.1O,5,75.3
Gd1Ba2Cu2.85Fe0.15O,5,69.1
Gd1Ba2Cu2.8Fe0.2O,5,58.7
Gd1Ba2Cu2.7Fe0.3O,5,36.2
Y1Ba2Cu3O6.96,4,88.1
La1.8Sr0.2Cu1O3.95,4,30.4
Bi2Sr2Ca1Cu2O8,5,72.5
Bi2Sr2Ca0.9Lu0.1Cu2O8,6,83.5
Bi2Sr2Ca0.8Lu0.2Cu2O8,6,89.5
Bi2Sr2Ca0.7Lu0.3Cu2O8,6,87.0
Bi2Sr2Ca0.6Lu0.4Cu2O8,6,65.0
Bi2Sr2Ca0.5Lu0.5Cu2O8,6,29.0
Bi2Sr2Ca0.9Na0.1Cu2O8,6,70.5
Bi2Sr2Ca0.8Na0.2Cu2O8,6,73.5
Bi2Sr2Ca0.7Na0.3Cu2O8,6,72.5
Bi2Sr2Ca1Cu2O8,5,60.0
Bi2Sr2Ca0.9Na0.1Cu2O8,6,63.5
Bi2Sr2Ca0.8Na0.2Cu2O8,6,66.0
Bi2Sr2Ca0.7Na0.3Cu2O8,6,65.5
Bi2Sr2Ca1Cu2O8,5,49.5
Bi2Sr2Ca0.9Na0.1Cu2O8,6,51.0
Bi2Sr2Ca0.8Na0.2Cu2O8,6,53.0
Bi2Sr2Ca0.7Na0.3Cu2O8,6,54.0
Y1Ba2Cu3O6.45,4,40.0
Y1Ba2Cu3O6.5,4,20.0
Y1Ba2Cu3O6.8,4,83.0
Y1Ba2Cu3O7,4,82.0
Y1Ba2Cu3O6.8,4,91.4
Y1Ba2Cu3O6.95,4,89.0
Bi1.84Pb0.34Sr1.91Ca2.03Cu3.06O,6,105.0
Bi0.7Pb0.3Sr1Ca1Cu1.8O6,6,73.0
Bi1Sr1Ca1Cu2O,5,80.0
Bi2Sr1.8La0.2Ca1Cu2O8,6,85.0
Bi2Sr1.6La0.4Ca1Cu2O8,6,74.0
Bi2Sr1.4La0.6Ca1Cu2O8,6,25.5
Bi2Sr1.8K0.2Ca1Cu2O8,6,75.0
Bi2Sr1.6K0.4Ca1Cu2O8,6,78.0
Bi2Sr1.8K0.2Ca1Cu2O8,6,66.5
Bi2Sr1.6K0.4Ca1Cu2O8,6,73.0
Bi2Sr1.8K0.2Ca1Cu2O8,6,55.5
Bi2Sr1.6K0.4Ca1Cu2O8,6,64.0
Y0.9Pr0.1Ba2Cu3O7,5,83.3
Y0.8Pr0.2Ba2Cu3O7,5,75.2
Y0.7Pr0.3Ba2Cu3O7,5,59.1
Y0.6Pr0.4Ba2Cu3O7,5,49.4
Y0.5Pr0.5Ba2Cu3O7,5,28.9
Er1Ba2Cu3O6.53,4,54.3
Er1Ba2Cu3O6.64,4,61.3
Er1Ba2Cu3O6.78,4,78.2
Er1Ba2Cu3O6.87,4,94.5
Er1Ba2Cu3O7,4,92.5
Bi2Sr2Ca0.9Y0.1Cu2O8,6,81.5
Bi2Sr2Ca1Cu2O8,5,70.7
Bi2Sr2Ca0.8Y0.2Cu2O8,6,84.5
Bi2Sr2Ca0.7Y0.3Cu2O8,6,80.0
Bi2Sr2Ca0.6Y0.4Cu2O8,6,71.5
Bi2Sr2Ca0.5Y0.5Cu2O8,6,12.0
Bi2Sr2Ca0.55Y0.45Cu2O8,6,42.0
Y1Ba2Cu3O6.96,4,88.5
Y0.9Pr0.1Ba2Cu3O6.91,5,81.0
Y0.8Pr0.2Ba2Cu3O6.91,5,62.7
Y0.7Pr0.3Ba2Cu3O6.88,5,47.5
Y0.65Pr0.35Ba2Cu3O7.01,5,44.5
Y0.6Pr0.4Ba2Cu3O6.9,5,32.0
Y0.55Pr0.45Ba2Cu3O7.01,5,29.2
Y1Ba2Cu3O7,4,92.1
Eu1Ba2Cu3O7,4,92.15
Y1Ba2Cu3O7.1,4,91.3
La1.85Sr0.15Cu1O4,4,35.0
Bi2La0.5Ca1.5Cu2O,5,39.6
Bi2La0.3Ca2.7Cu2O,5,20.2
Bi2Pr0.5Ca1.5Cu2O,5,46.8
Ba0.6K0.4Bi1O3,4,29.0
La1Ba2Cu2.9O6.82,4,45.0
La1Ba2Cu3O6.85,4,93.0
Y1Ba2Cu3O6.9,4,92.0
Y1Ba2Cu2.9Zn0.1O6.94,5,57.0
Y1Ba2Cu2.9Al0.1O7.1,5,85.0
Y1Ba2Cu2.9Sn0.1O7.28,5,90.0
Tl2Ba2Ca2Cu3O,5,119.0
La2Cu1O4,3,21.5
La1.88Ba0.12Cu1O4,4,35.0
La1.84Sr0.16Cu1O4,4,37.0
La1.84Sr0.16Cu0.987Ni0.013O4,5,25.0
La1.84Sr0.16Cu0.975Ni0.025O4,5,15.0
Bi4Ca3Sr3Cu4O16,5,84.5
Bi4Ca3Sr3Cu4O16,5,93.5
Bi4Ca3Sr3Cu4O16,5,86.5
Bi2Sr2Cu1O6,4,10.0
Bi2Sr2Ca1Cu2O8,5,85.0
Bi2Sr2Ca2Cu3O10,5,110.0
Bi2Sr2Ca1Cu2O,5,80.0
Eu1Ba2Cu3O7,4,90.0
Bi2.15Sr1.68Ca1.17Cu2O,5,68.0
Bi2.4Sr2Ca1.6Cu3O,5,70.0
Li0.9Mo6O17,3,1.7
Bi2.2Sr2Ca1.8Cu3O,5,30.0
Bi2Sr2Ca2Cu3O,5,76.0
Bi1.95Sr2Ca2Cu3O,5,58.0
Bi1.8Sr2Ca2Cu3O,5,95.0
Bi1.7Sr2Ca2Cu3Pb0.3O,6,106.0
Bi1.9Sr2Ca2Cu3Pb0.3O,6,104.0
Bi1.8Sr2Ca2Cu3Pb0.6O,6,104.0
Y1Ba2Cu3O7,4,92.6
Y1Ba2Cu2.97Al0.03O7,5,86.1
Y1Ba2Cu2.94Al0.06O7,5,80.3
Y1Ba2Cu2.88Al0.12O7,5,68.6
Y1Ba2Cu2.82Al0.18O7,5,72.1
Y1Ba2Cu2.76Al0.24O7,5,72.1
Y1Ba2Cu2.7Al0.3O7,5,59.4
Y1Ba2Cu2.97Fe0.03O7,5,89.0
Y1Ba2Cu2.949Fe0.051O7,5,78.0
Y1Ba2Cu2.901Fe0.099O7,5,62.0
Y1Ba2Cu2.799Fe0.201O7,5,39.0
Y1Ba2Cu3O7,4,89.0
Y0.33Ba0.67Cu3O,4,97.0
Y2Ba3Cu5O,4,97.0
Y1Ba2Cu3O7.1,4,92.0
Y1.1Ba2Cu3O,4,77.5
Ba1Pb0.8Bi0.2O3,4,9.5
Y1Ba2Cu3O7,4,92.2
Y1Ba2Cu2.94Ga0.06O7,5,86.9
Y1Ba2Cu2.91Ga0.09O7,5,77.5
Y1Ba2Cu2.88Ga0.12O7,5,68.2
Y1Ba2Cu2.85Ga0.15O7,5,68.2
Y1Ba2Cu2.82Ga0.18O7,5,58.2
Y1Ba2Cu2.76Ga0.24O7,5,45.7
Y1Ba2Cu2.7Ga0.3O7,5,24.7
La1Ba2Cu3O7,4,92.0
Tl2Sr2Ca2Cu3O10,5,16.0
Tl2Sr1Ca2Cu3O9,5,70.0
Tl2.2Ca2Ba2.14Cu3.72O,5,110.0
Bi1.7Sr1.3Ca2Cu3O,5,95.0
Y1Ba2Cu3O6.94,4,95.0
Y1Ba2Cu3O7,4,91.8
Y1Ba2Cu3O6.78,4,85.4
Y1Ba2Cu3O6.76,4,77.8
Y1Ba2Cu3O6.72,4,60.8
Y1Ba2Cu3O6.6,4,58.9
Y1Ba2Cu3O6.53,4,54.8
Y1Ba2Cu3O6.51,4,45.4
Y1Ba2Cu3O6.3,4,28.0
Y1Ba2Cu2.73Fe0.27O7.1,5,69.0
La1.85Sr0.15Cu1O4,4,37.8
La1.85Sr0.15Cu0.995Zn0.005O4,5,35.1
La1.85Sr0.15Cu0.99Zn0.01O4,5,30.1
La1.85Sr0.15Cu0.985Zn0.015O4,5,22.1
La1.85Sr0.15Cu0.98Zn0.02O4,5,6.5
Y1Ba2Cu3O6.41,4,22.5
Y1Ba2Cu3O6.89,4,64.7
Y1Ba2Cu3O6.67,4,52.5
Y1Ba2Cu3O6.56,4,50.4
Y1Ba2Cu3O6.49,4,37.5
Y1Ba2Cu2.955Fe0.045O7,5,82.6
Y1Ba2Cu2.895Fe0.105O7,5,67.0
Y1Ba2Cu2.85Fe0.15O7,5,61.0
Y1Ba2Cu2.7Fe0.3O7,5,2.0
Y1Ba2Cu2.829Zn0.171O7,5,2.2
Y1Ba2Cu2.85Zn0.15O7,5,12.5
Y1Ba2Cu2.868Zn0.132O7,5,19.3
Y1Ba2Cu2.901Zn0.099O7,5,37.5
Y1Ba2Cu2.919Zn0.081O7,5,47.4
Y1Ba2Cu2.949Zn0.051O7,5,62.7
Y1Ba2Cu2.97Zn0.03O7,5,72.3
Y1Ba2Cu3O7,4,87.8
Y1Ba2Cu3O7,4,91.25
Y1Ba2Cu3S0.001O7,5,92.0
Y1Ba2Cu3S0.05O7,5,93.5
Y1Ba2Cu3Se0.05O7,5,91.0
Y1Ba2Cu3O6.9,4,80.0
Sm1Ba2Cu3O6.944,4,94.0
Sm1.2Ba1.8Cu3O6.965,4,47.0
Sm1.1Ba1.9Cu3O7,4,73.0
Sm1.35Ba1.65Cu3O7,4,8.5
Bi2Sr2Ca0.67Y0.33Cu2O8,6,34.3
Bi2Sr2Ca0.83Y0.17Cu2O8,6,48.4
Bi2Sr2Ca1Cu2O8,5,52.4
Bi2Sr2Ca0.5Y0.5Cu2O8,6,17.0
Bi1Pb0.1Sr1Ca1Cu2O,6,111.0
Bi1Pb0.2Sr1Ca1Cu2O,6,109.0
Bi1Pb0.3Sr1Ca1Cu2O,6,105.0
Bi1Pb0.4Sr1Ca1Cu2O,6,101.5
Bi0.8Pb0.1Sr0.8Ca1Cu1.4O,6,101.0
Bi0.8Pb0.2Sr0.8Ca1Cu1.4O,6,105.5
Bi0.8Pb0.3Sr0.8Ca1Cu1.4O,6,104.0
Bi0.8Pb0.4Sr0.8Ca1Cu1.4O,6,100.5
Y1Ba1.95Cs0.05Cu3O7,5,85.5
Bi2.2Sr1.8Ca1Cu2O,5,90.0
Y1Ba2Cu3O6.9,4,82.0
Y1Ba2Cu3O6.95,4,89.9
Y1Ba2Cu3O7,4,91.1
Eu1Ba2Cu3O,4,94.8
Y1Ba2Cu3O7,4,93.15
Y1Ba2Cu3O7,4,92.11
Y0.96Tb0.04Ba2Cu3O7,5,92.01
Y0.92Tb0.08Ba2Cu3O7,5,92.01
Y0.88Tb0.12Ba2Cu3O7,5,92.1
Y1Ba2Cu3O7,4,91.06
Y1Ba2Cu2.97Ga0.03O7,5,90.88
Y1Ba2Cu2.94Ga0.06O7,5,87.99
Y1Ba2Cu2.91Ga0.09O7,5,83.71
Y1Ba2Cu2.88Ga0.12O7,5,79.89
Y1Ba2Cu2.85Ga0.15O7,5,78.49
Y1Ba2Cu2.82Ga0.18O7,5,79.24
Y1Ba2Cu2.79Ga0.21O7,5,76.91
Y1Ba2Cu2.76Ga0.24O7,5,71.79
Y1Ba2Cu2.73Ga0.27O7,5,67.04
Y1Ba2Cu2.67Ga0.33O7,5,65.64
Y1Ba2Cu2.61Ga0.39O7,5,64.8
Y1Ba2Cu2.55Ga0.45O7,5,65.36
Y1Ba2Cu2.4Ga0.6O7,5,63.31
Y1Ba2Cu3O7,4,89.66
Y1Ba2Cu2.97Zn0.03O7,5,78.21
Y1Ba2Cu2.94Zn0.06O7,5,67.04
Y1Ba2Cu2.91Zn0.09O7,5,55.87
Y1Ba2Cu2.88Zn0.12O7,5,47.02
Y1Ba2Cu2.85Zn0.15O7,5,45.53
Y1Ba2Cu2.82Zn0.18O7,5,46.18
Y1Ba2Cu2.885Zn0.195O7,5,32.4
Y1Ba2Cu2.79Zn0.21O7,5,35.2
Y1Ba2Cu2.7Zn0.3O7,5,27.0
Y1Ba2Cu2.76Zn0.24O7,5,29.05
Bi2Sr2.8Nd0.2Cu2O,5,62.94
Bi2Sr2.7Nd0.3Cu2O,5,63.38
Bi2Sr2.6Nd0.4Cu2O,5,55.28
Bi2Sr2.5Nd0.5Cu2O,5,50.09
Bi2Sr2Ca1Cu2O,5,72.18
Bi2Sr1.9La0.1Ca1Cu2O,6,85.04
Bi2Sr1.8La0.2Ca1Cu2O,6,90.58
Bi2Sr1.7La0.3Ca1Cu2O,6,86.0
Bi2Sr1.6La0.4Ca1Cu2O,6,75.18
Bi2Sr1.5La0.5Ca1Cu2O,6,55.63
Bi2Sr1.4La0.6Ca1Cu2O,6,39.44
Bi1Sr1Cu1O,4,5.28
Bi1Sr0.95Nd0.05Cu1O,5,8.01
Bi1Sr0.9Nd0.1Cu1O,5,10.74
Bi1Sr0.85Nd0.15Cu1O,5,13.56
Bi1Sr0.8Nd0.2Cu1O,5,14.79
Bi1Sr0.75Nd0.25Cu1O,5,14.96
Bi1Sr0.7Nd0.3Cu1O,5,13.2
Bi1Sr0.65Nd0.35Cu1O,5,10.21
Tl2.5Nd1Sr2Cu2.5O,5,28.575
Tl2.5Pb0.2Nd1Sr2Cu2.5O,6,36.48
Tl2.5Pb0.5Nd1Sr2Cu2.5O,6,39.87
Tl2.5Pb0.6Nd1Sr2Cu2.5O,6,39.785
Tl2.5Pb0.7Nd1Sr2Cu2.5O,6,36.585
Tl2.5Pb1Nd1Sr2Cu2.5O,6,41.26
Tl2.5Pb0.3Pr1Sr2Cu2.5O,6,39.06
Tl2.5Pb0.5Pr1Sr2Cu2.5O,6,27.89
Tl2.5Pb0.65Pr1Sr2Cu2.5O,6,30.28
Tl2.5Pb0.8Pr1Sr2Cu2.5O,6,27.81
Tl2.5Pb1Pr1Sr2Cu2.5O,6,39.22
Y1Ba2Cu2.98Ni0.02O7,5,91.6
Y1Ba2Cu2.95Ni0.05O7,5,90.6
Y1Ba2Cu2.9Ni0.1O7,5,83.0
Y1Ba2Cu2.8Ni0.2O7,5,79.4
Y1Ba2Cu2.6Ni0.4O7,5,71.0
Bi2Ca1Sr2Cu2O8,5,88.0
Ba1Y0.67La0.33Cu1.8Li0.2O,6,90.0
Tl1.5Pb0.3Nd2Sr2Cu2O,6,37.5
Tl1.5Pb0.5Nd2Sr2Cu2O,6,37.9
Tl1.5Pb0.7Nd2Sr2Cu2O,6,30.45
Tl1.5Pb1Nd2Sr2Cu2O,6,44.1
Tl1.5Pb0.5Sm2Sr2Cu2O,6,23.6
Tl1.5Pb0.5Pr2Sr2Cu2O,6,16.7
Tl1.5Nd1Sr2Cu3O,5,36.1
Tl1.5Nd2Sr2Cu3O,5,29.8
Tl1.5Pb0.5Nd1Sr2Cu3O,6,39.6
Tl1.5Pb0.5Nd2Sr2Cu3O,6,38.8
Tl1.5Nd2Sr2Cu2O,5,28.65
Nd1.85Ce0.15Cu1O3.93,4,24.0
Pr1.85Ce0.15Cu1O4,4,17.0
Sm1.85Ce0.15Cu1O4,4,15.0
Y1Ba2Cu2.6Ni0.4O7,5,58.0
Sm1La0.75Sr0.25Cu1O3.95,5,20.0
Bi1Sr1Cu1O,4,6.7
Bi1.95La0.05Sr1Cu1O,5,20.0
La1.8Sr0.2Cu1O4,4,36.0
La1.92Sr0.08Cu1O,4,21.8
La1.88Sr0.12Cu1O,4,30.3
La1.84Sr0.16Cu1O,4,38.0
La1.8Sr0.2Cu1O,4,32.7
La1.76Sr0.24Cu1O,4,18.7
La1.91Sr0.09Cu1O4,4,11.0
Y1Ba2Cu3O6.7,4,85.4
La1.8Ba0.2Cu1O4,4,28.0
La2Cu1O4,3,33.0
Bi2Sr2Ca2Cu2O,5,84.0
La1.925Sr0.075Cu1O4,4,21.2
La1.887Sr0.113Cu1O4,4,29.7
La1.812Sr0.188Cu1O4,4,34.4
La1.775Sr0.225Cu1O4,4,23.0
La1.737Sr0.263Cu1O4,4,8.0
Y2Ba4Cu7O15,4,55.0
Eu2Ba4Cu7O15,4,45.0
Gd2Ba4Cu7O15,4,45.0
Dy2Ba4Cu7O15,4,50.0
Ho2Ba4Cu7O15,4,55.0
Er2Ba4Cu7O15,4,55.0
Ba0.77K0.23Bi1O3,4,28.0
Ba0.7K0.75Bi1O,4,29.0
Ba0.9K0.2Bi1O3,4,20.0
Ba0.9K0.24Bi1O3,4,22.0
Ba0.9Rb0.2Bi1O3,4,15.0
Ba0.6K0.4Bi1O3,4,26.0
Sm1Ba2Cu3O6.941,4,90.7
Sm1Ba2Cu3O7,4,95.5
Sm1Ba2Cu3O6.927,4,88.1
Sm1Ba2Cu3O6.9,4,87.0
Sm1Ba2Cu3O6.878,4,91.1
Sm1Ba2Cu3O6.813,4,83.6
Sm1Ba2Cu3O6.773,4,87.8
Sm1Ba2Cu3O6.734,4,67.6
Sm1Ba2Cu3O6.709,4,59.8
Sm1Ba2Cu3O6.554,4,44.7
Y1Ba2Cu3O,4,90.53
La1Ba2Cu3O,4,47.73
Nd1Ba2Cu3O,4,87.63
Sm1Ba2Cu3O,4,92.33
Eu1Ba2Cu3O,4,93.83
Dy1Ba2Cu3O,4,91.23
Ho1Ba2Cu3O,4,89.43
Er1Ba2Cu3O,4,91.1
Tm1Ba2Cu3O,4,90.1
Bi2Sr2Ca1Cu2O8,5,83.0
Bi2Sr2Ca1Cu2O8,5,25.0
Nd1.85Ce0.15Cu1O4,4,20.9
Bi2Sr2Ca1Cu2O,5,82.0
Y1Ba1.9Ca0.1Cu3O6.84,5,85.0
Y1Ba1.9Sr0.1Cu3O6.89,5,89.0
Y1Ba2Cu2.975Zn0.025O6.93,5,82.8
Y1Ba2Cu2.95Zn0.05O6.94,5,73.9
Y1Ba2Cu2.925Zn0.075O6.94,5,65.0
Y1Ba2Cu2.9Zn0.1O6.94,5,56.9
Y1Ba2Cu2.8Zn0.2O6.88,5,54.7
Y1Ba2Cu2.7Zn0.3O6.92,5,47.2
Y1Ba2Cu2.97Fe0.03O7,5,91.0
Y1Ba2Cu2.82Fe0.18O7,5,72.2
Y0.9Er0.1Ba1.9Sr0.1Cu3O7,6,88.0
Y0.9Ho0.1Ba2Cu3O7,5,60.0
Y1Ba2Cu2.975Zn0.025O6.85,5,72.85
Y1Ba2Cu2.95Zn0.05O6.85,5,66.19
Y1Ba2Cu2.925Zn0.075O6.85,5,63.6
Y1Ba2Cu2.9Zn0.1O6.85,5,50.08
Y1Ba2Cu2.85Zn0.15O6.85,5,47.6
Y1Ba2Cu2.8Zn0.2O6.85,5,30.69
Y1Ba2Cu2.8Ni0.2O7,5,63.5
Y1Ba2Cu2.88Ni0.12O7,5,74.3
Y1Ba2Cu2.75Ni0.25O7,5,54.0
Y1Ba2Cu2.72Ni0.28O7,5,51.0
Y1Ba2Cu2.89Co0.11O7,5,64.0
Y1Ba2Cu2.82Co0.18O7,5,46.0
Bi2Sr2Ca1Cu2O,5,86.0
Y1Ba2Cu3O7,4,89.5
Y1Ba2Cu3O7,4,81.0
Bi2Sr2Ca1Cu2O8,5,90.0
Y1Ba1.9K0.1Cu3O6.9,5,91.5
La1.8Sr0.2Cu1O4,4,37.2
Y1Ba2Cu3O7,4,90.5
Tl2Ba2Ca1Cu2O,5,101.0
Tl2Ba2Cu1O,4,10.0
Y1Ba2Cu3O7,4,91.4
Y1Ba2Cu2.97Fe0.03O7,5,91.2
Y1Ba2Cu2.94Fe0.06O7,5,89.3
Y1Ba2Cu2.88Fe0.12O7,5,77.3
Y1Ba2Cu3O7,4,95.0
Y1.1Ba1.9Cu3O7,4,91.0
Y1Ba2Cu3O6.5,4,50.0
Y1Ba2Cu3O6.92,4,91.0
Y1Ba2Cu3O6.66,4,50.0
Y1Ba2Cu3O6.95,4,91.0
La1.8Sr0.2Cu1O4,4,35.0
Gd1Ba2Cu3O7,4,92.7
Gd1Ba2Cu3O7,4,49.0
Gd1Ba2Cu2.925Fe0.075O7,5,81.3
Gd1Ba2Cu2.85Fe0.15O7,5,63.1
Gd1Ba2Cu2.7Fe0.3O7,5,2.9
Y1Ba2Cu3O7,4,88.9
Y1Ba2Cu3O7,4,89.2
Y1Ba2Cu3O7,4,90.1
Bi4.1Sr2.4Ca2.4Cu4O,5,75.0
Y0.9Ba2.1Cu3O7,4,92.0
Y1.1Ba1.9Cu3O7,4,92.0
Ba0.6K0.4Bi1O3,4,27.0
La1.8Ba0.2Cu1O4,4,31.0
La1.8Sr0.2Cu1O4,4,32.5
Bi1.7Pb0.2Sb0.1Sr2Ca2Cu3O,7,116.0
Bi1.6Pb0.3Sb0.1Sr2Ca2Cu3O,7,116.0
Bi1.5Pb0.4Sb0.1Sr2Ca2Cu3O,7,110.0
Bi1.4Pb0.5Sb0.1Sr2Ca2Cu3O,7,109.0
La1.8Sr0.2Cu1O4,4,41.5
La1.85Ba0.15Cu1O4,4,29.0
Y1Ba2Cu3O7,4,88.5
Tl2Ba2Ca2Cu3O10,5,105.0
Bi2Sr2Ca1Cu2O8,5,98.0
Bi2Sr2Ca6Cu8O19,5,80.0
Bi2Sr2Ca1Cu2O8,5,84.0
Bi2Sr2Ca2Cu4O11,5,95.0
Tl1Ba1Ca1Cu2O5.5,5,114.0
Bi2.15Sr1.68Ca1.17Cu2O8,5,80.0
Tl2Ba2Ca1Cu2O7.876,5,110.0
Tl2Ba2Ca1Cu2O7.833,5,112.0
Tl2Ba2Ca1Cu2O8,5,87.0
Tl2Ba2Ca1Cu2O7.984,5,92.0
Tl2Ba2Ca1Cu2O7.978,5,95.0
Tl2Ba2Ca1Cu2O7.958,5,107.0
Tl2Ba2Ca1Cu2O7.946,5,107.0
Tl2Ba2Ca2Cu3O10,5,115.0
Tl2Ba2Ca2Cu3O9.964,5,112.0
Tl2Ba2Ca2Cu3O9.877,5,111.0
Tl2Ba2Ca2Cu3O9.841,5,110.0
Tl0.5Pb0.5Ca0.8Er0.2Sr2Cu2O,7,110.0
Tl2Ba2Ca2Cu3O10,5,110.0
Tl2Ba2Cu1O5.989,4,10.0
Y1Ba2Cu3O6.29,4,21.9
Y1Ba2Cu3O6.34,4,23.5
Y1Ba2Cu3O6.43,4,26.4
Y1Ba2Cu3O6.5,4,50.1
Y1Ba2Cu3O6.54,4,54.0
Y1Ba2Cu3O6.58,4,56.3
Y1Ba2Cu3O6.64,4,59.7
Y1Ba2Cu3O6.72,4,85.0
Y1Ba2Cu3O6.8,4,93.9
Y1Ba2Cu3O6.87,4,93.2
Tl2Ba2Cu1O5.957,4,38.0
Tl2Ba2Cu1O5.947,4,50.0
Tl2Ba2Cu1O5.943,4,56.0
Tl2Ba2Ca1Cu2O7.984,5,90.0
Tl2Ba2Cu1O5.94,4,58.0
Tl2Ba2Cu1O5.929,4,70.0
Tl2Ba2Cu1O5.912,4,82.0
Tl2Ba2Cu1O5.876,4,87.0
Tl2Ba2Cu1O5.963,4,53.0
Tl2Ba2Cu1O6,4,50.0
Bi1.6Pb0.3Sb0.1Sr2Ca2Cu3O10,7,109.0
Ho1Ba2Cu4O8,4,78.5
Ho1Ba2Cu4O8,4,77.0
Ho0.95Ca0.05Ba2Cu4O8,5,81.0
Ho0.9Ca0.1Ba2Cu4O8,5,87.0
Ho0.85Ca0.15Ba2Cu4O8,5,87.0
Ho0.8Ca0.2Ba2Cu4O8,5,87.0
Ho0.7Ca0.3Ba2Cu4O8,5,87.0
Y1Ba2Cu4O8,4,81.0
Y0.95Ca0.05Ba2Cu4O8,5,84.0
Y0.9Ca0.1Ba2Cu4O8,5,89.5
Y0.85Ca0.15Ba2Cu4O8,5,90.0
Y0.8Ca0.2Ba2Cu4O8,5,90.0
Y0.7Ca0.3Ba2Cu4O8,5,90.0
La1.8Sr0.2Cu1O4,4,34.0
Bi1.85Pb0.35Sr1.9Ca2.1Cu3.1O,6,112.0
Bi4Sr4Ca2Cu4O16.25,5,82.4
Bi4Sr4Ca1.9Tm0.1Cu4O16.28,6,83.9
Bi4Sr4Ca1.8Tm0.2Cu4O16.38,6,83.9
Bi4Sr4Ca1.5Tm0.5Cu4O16.5,6,84.3
Bi4Sr4Ca1Tm1Cu4O16.67,6,37.7
Bi4Sr4Ca0.5Tm1.5Cu4O16.91,6,1.5
Bi4Sr4Ca1.5Eu0.5Cu4O16,6,84.3
Bi4Sr4Ca1Eu1Cu4O16,6,28.5
Bi4Sr4Ca0.5Eu1.5Cu4O16,6,1.5
Bi4Sr4Ca1.5Er0.5Cu4O16,6,84.3
Bi4Sr4Ca1Er1Cu4O16,6,32.9
Bi4Sr4Ca0.5Er1.5Cu4O16,6,1.5
Bi4Sr4Ca1.5Ho0.5Cu4O16,6,84.3
Bi4Sr4Ca1Ho1Cu4O16,6,40.7
Bi4Sr4Ca0.5Ho1.5Cu4O16,6,1.5
Bi4Sr4Ca3Cu4O16.29,5,81.0
Bi4Sr3Ca2.9Tm0.1Cu4O16.36,6,80.0
Bi4Sr3Ca2.8Tm0.2Cu4O16.41,6,83.0
Bi4Sr3Ca2.5Tm0.5Cu4O16.52,6,81.0
Bi4Sr3Ca2Tm1Cu4O16.73,6,46.5
Bi1.7Pb0.3Sr2Ca0.7Y0.3Cu2O8.25,7,71.0
Bi1.7Pb0.3Sr2Ca0.7Y0.3Cu2O8.25,7,72.0
Bi1.7Pb0.3Sr2Ca0.7Y0.3Cu2O8.26,7,73.0
Tl5Ba5Ca2Cu6O,5,106.0
Y1Ba2Cu2.97Fe0.03O7,5,84.0
Bi2Sr2Ca2Cu3O,5,105.7
Y1Ba2Cu2.895Fe0.105O7,5,63.0
Y1Ba2Cu2.901Co0.099O7,5,70.0
Y1Ba2Cu2.955Zn0.045O7,5,67.0
Y1Ba2Cu2.82Zn0.18O7,5,35.0
Y1Ba2Cu2.94Ni0.06O7,5,83.0
Tl2Ba2Ca1Cu2O8,5,113.1
Bi2Sr2Ca1Cu2O8,5,82.0
Tl1Ba1.2La0.8Cu1O5,5,52.0
Bi2Sr2Ca1Cu2O8,5,80.0
Bi2Sr1.5Ca1.5Cu2O8.19,5,83.0
Bi2Sr1.5Ca1.5Cu2O8.22,5,73.0
Bi2Sr1.5Ca1.5Cu2O8.25,5,67.0
Bi2Sr2Ca1Cu2O8,5,68.0
Bi2Sr2Ca1Cu2O8,5,64.0
