Environment,Material Group,Material Family,Material,Rate (mm/yr) or Rating,Rate (mils/yr) or Rating,Localized Attack,UNS,Condition/Comment,Concentration (Vol %),Temperature (deg C),Temperature (deg F),Duration,Reference #,Reference,rate_mm_yr_numeric,rate_letter_grade
Acetic Acid,Nickel and alloys,Nickel,Nickel 200 ,0.11,4.3,,N02200,Aerated,50,30,86,,21.0,"S.W. Ciaraldi, M.R. Berry, and J.M. Johnson, Paper 98, presented at Corrosion/82, National Association of Corrosion Engineers, Houston, 1982",0.11,
Acetic Acid,Nickel and alloys,Nickel,Nickel 200 ,0.009,0.36,,N02200,Aerated,99.9,116,240,,21.0,"S.W. Ciaraldi, M.R. Berry, and J.M. Johnson, Paper 98, presented at Corrosion/82, National Association of Corrosion Engineers, Houston, 1982",0.009,
Acetic Acid,Nickel and alloys,Nickel,Nickel 200 ,0.25,10,,N02200,Air saturated,0.1,Room,Room,,44.0,"Inco Alloys International, 1979",0.25,
Acetic Acid,Nickel and alloys,Nickel,Nickel 200 ,1,40,,N02200,Air saturated,5,Room,Room,,44.0,"Inco Alloys International, 1979",1.0,
Acetic Acid,Nickel and alloys,Nickel,Nickel 200 ,10,400,,N02200,Air saturated,85,Room,Room,,44.0,"Inco Alloys International, 1979",10.0,
Acetic Acid,Nickel and alloys,Nickel,Nickel 200 ,0.025,1,,N02200,Air sparge,100,Boiling,Boiling,,50.0,"S.W. Ciaraldi, M.R. Berry, and J.M. Johnson, Paper 98, presented at Corrosion/82, National Association of Corrosion Engineers, Houston, 1982; Corrosion Engineering Bulletin 6, International Nickel Company; as cited in Metals Handbook, Ninth Edition, Vol 1",0.025,
Acetic Acid,Nickel and alloys,Nickel,Nickel 200 ,1.6,63,,N02200,Air sparge,50,Boiling,Boiling,,50.0,"S.W. Ciaraldi, M.R. Berry, and J.M. Johnson, Paper 98, presented at Corrosion/82, National Association of Corrosion Engineers, Houston, 1982; Corrosion Engineering Bulletin 6, International Nickel Company; as cited in Metals Handbook, Ninth Edition, Vol 1",1.6,
Acetic Acid,Nickel and alloys,Nickel,Nickel 200 ,0.11,4.5,,N02200,Mill annealed. Based on four 24-h tests,99,Boiling,Boiling,24 h,50.0,"S.W. Ciaraldi, M.R. Berry, and J.M. Johnson, Paper 98, presented at Corrosion/82, National Association of Corrosion Engineers, Houston, 1982; Corrosion Engineering Bulletin 6, International Nickel Company; as cited in Metals Handbook, Ninth Edition, Vol 1",0.11,
Acetic Acid,Nickel and alloys,Nickel,Nickel 200 ,0.036,1.4,,N02200,No air,100,Boiling,Boiling,,50.0,"S.W. Ciaraldi, M.R. Berry, and J.M. Johnson, Paper 98, presented at Corrosion/82, National Association of Corrosion Engineers, Houston, 1982; Corrosion Engineering Bulletin 6, International Nickel Company; as cited in Metals Handbook, Ninth Edition, Vol 1",0.036,
Acetic Acid,Nickel and alloys,Nickel,Nickel 200 ,0.076,3,,N02200,No air,50,Boiling,Boiling,,50.0,"S.W. Ciaraldi, M.R. Berry, and J.M. Johnson, Paper 98, presented at Corrosion/82, National Association of Corrosion Engineers, Houston, 1982; Corrosion Engineering Bulletin 6, International Nickel Company; as cited in Metals Handbook, Ninth Edition, Vol 1",0.076,
Acetic Acid,Nickel and alloys,Nickel,Nickel 200 ,0.007,0.28,,N02200,Unaerated,5,116,240,,21.0,"S.W. Ciaraldi, M.R. Berry, and J.M. Johnson, Paper 98, presented at Corrosion/82, National Association of Corrosion Engineers, Houston, 1982",0.007,
Acetic Acid,Nickel and alloys,Nickel,Nickel 200 ,0.0025,0.1,,N02200,Unaerated,10,30,86,,21.0,"S.W. Ciaraldi, M.R. Berry, and J.M. Johnson, Paper 98, presented at Corrosion/82, National Association of Corrosion Engineers, Houston, 1982",0.0025,
Acetic Acid,Nickel and alloys,Nickel,Nickel 200 ,0.006,0.25,,N02200,Unaerated,50,30,86,,21.0,"S.W. Ciaraldi, M.R. Berry, and J.M. Johnson, Paper 98, presented at Corrosion/82, National Association of Corrosion Engineers, Houston, 1982",0.006,
Acetic Acid,Nickel and alloys,Nickel,Nickel 200 ,0.003,0.13,,N02200,Unaerated,99.9,30,86,,21.0,"S.W. Ciaraldi, M.R. Berry, and J.M. Johnson, Paper 98, presented at Corrosion/82, National Association of Corrosion Engineers, Houston, 1982",0.003,
Acetic Acid,Nickel and alloys,Nickel-chromium-iron,Incoloy alloy 800 Inco Alloys International Inc.,0.003 max ,0.1 max ,No pitting,N08800,"Plus 0.5% H2SO4. Solutions were prepared with reagent-grade chemical. Test specimens were cold-rolled, annealed sheet, 2.84 mm (0.112 in.) thick",10,80,176,7 d,44.0,"Inco Alloys International, 1979",0.003,
Acetic Acid,Nickel and alloys,Nickel-chromium-iron,Incoloy alloy 800 Inco Alloys International Inc.,0.003 max ,0.1 max ,Incipient pits after 42 d,N08800,"Plus 0.5% NaCl. Solutions were prepared with reagent-grade chemical. Test specimens were cold-rolled, annealed sheet, 2.84 mm (0.112 in.) thick",10,80,176,42 d,44.0,"Inco Alloys International, 1979",0.003,
Acetic Acid,Nickel and alloys,Nickel-chromium-iron,Incoloy alloy 800 Inco Alloys International Inc.,0.003 max ,0.1 max ,No pitting,N08800,"Solutions were prepared with reagent-grade chemicals. Test specimens were cold-rolled, annealed sheet, 2.84 mm (0.112 in.) thick",10,80,176,7 d,44.0,"Inco Alloys International, 1979",0.003,
Acetic Acid,Nickel and alloys,Nickel-chromium-iron,Inconel alloy 601 Inco Alloys International Inc.,0.002 max ,0.1 max ,,N06601,,10,80,176,7 d,64.0,"Inco Alloys International, 1985",0.002,
Acetic Acid,Nickel and alloys,Nickel-chromium-iron,Inconel alloy 601 Inco Alloys International Inc.,1.161,45.7,,N06601,Plus 0.5% H2SO4. Average of two tests,10,80,176,7 d,64.0,"Inco Alloys International, 1985",1.161,
Acetic Acid,Nickel and alloys,Nickel-chromium-iron,Inconel alloy 601 Inco Alloys International Inc.,0.554,21.8,,N06601,Plus 0.5% NaCl. Average of two tests,10,80,176,30 d,64.0,"Inco Alloys International, 1985",0.554,
Acetic Acid,Nickel and alloys,Nickel-chromium-iron,Nickel 600 ,0.0013,0.05,,N06600,Unaerated,2,30,86,,21.0,"S.W. Ciaraldi, M.R. Berry, and J.M. Johnson, Paper 98, presented at Corrosion/82, National Association of Corrosion Engineers, Houston, 1982",0.0013,
Acetic Acid,Nickel and alloys,Nickel-chromium-iron,Nickel 600 ,0.002,0.08,,N06600,Unaerated,5,116,240,,21.0,"S.W. Ciaraldi, M.R. Berry, and J.M. Johnson, Paper 98, presented at Corrosion/82, National Association of Corrosion Engineers, Houston, 1982",0.002,
Acetic Acid,Nickel and alloys,Nickel-chromium-iron,Nickel 600 ,0.0005,0.02,,N06600,Unaerated,10,30,86,,21.0,"S.W. Ciaraldi, M.R. Berry, and J.M. Johnson, Paper 98, presented at Corrosion/82, National Association of Corrosion Engineers, Houston, 1982",0.0005,
Acetic Acid,Nickel and alloys,Nickel-chromium-iron,Sanicro 28 ,0.001,0.04,,N08028,,90,150,302,30 d,217.0,"S. Bernhardsson, Corrosion Performance of a High-Nickel Alloy, Materials & Design, Vol 10, (No. 4), July/August 1989, p 186-196",0.001,
Acetic Acid,Nickel and alloys,Nickel-chromium-iron,Sanicro 28 ,0.17,6.7,,N08028,,75,150,302,30 d,217.0,"S. Bernhardsson, Corrosion Performance of a High-Nickel Alloy, Materials & Design, Vol 10, (No. 4), July/August 1989, p 186-196",0.17,
Acetic Acid,Nickel and alloys,Nickel-chromium-iron,Sanicro 28 ,0.001,0.04,,N08028,Plus 5% formic acid,85,150,302,30 d,217.0,"S. Bernhardsson, Corrosion Performance of a High-Nickel Alloy, Materials & Design, Vol 10, (No. 4), July/August 1989, p 186-196",0.001,
Acetic Acid,Nickel and alloys,Nickel-chromium-iron-molybdenum,Alloy 825 ,0.004,0.16,,N08825,,90,150,302,30 d,217.0,"S. Bernhardsson, Corrosion Performance of a High-Nickel Alloy, Materials & Design, Vol 10, (No. 4), July/August 1989, p 186-196",0.004,
Acetic Acid,Nickel and alloys,Nickel-chromium-iron-molybdenum,Alloy 825 ,0.2,7.9,,N08825,,75,150,302,30 d,217.0,"S. Bernhardsson, Corrosion Performance of a High-Nickel Alloy, Materials & Design, Vol 10, (No. 4), July/August 1989, p 186-196",0.2,
Acetic Acid,Nickel and alloys,Nickel-chromium-iron-molybdenum,Alloy 825 ,0.002,0.08,,N08825,Plus 5% formic acid,85,150,302,30 d,217.0,"S. Bernhardsson, Corrosion Performance of a High-Nickel Alloy, Materials & Design, Vol 10, (No. 4), July/August 1989, p 186-196",0.002,
Acetic Acid,Nickel and alloys,Nickel-chromium-iron-molybdenum,Carpenter Pyromet Alloy 102 Carpenter Technologies Corp.,0.076,3.04,,,Annealed. Glacial,,,,48 h,30.0,"Carpenter Technology Corp., 1985",0.076,
Acetic Acid,Nickel and alloys,Nickel-chromium-iron-molybdenum,Carpenter Pyromet Alloy 102 Carpenter Technologies Corp.,0.025,1,,,"Stress relieved at 843 C (1550 F) for 1/2 h, furnace cooled. Glacial",,,,48 h,30.0,"Carpenter Technology Corp., 1985",0.025,
Acetic Acid,Nickel and alloys,Nickel-chromium-iron-molybdenum,Carpenter Pyromet Alloy 102 Carpenter Technologies Corp.,0.152,6.08,,,Annealed. Plus 2% formic acid,10,,,48 h,30.0,"Carpenter Technology Corp., 1985",0.152,
Acetic Acid,Nickel and alloys,Nickel-chromium-iron-molybdenum,Carpenter Pyromet Alloy 102 Carpenter Technologies Corp.,0.102,4.08,,,"Stress relieved at 843 C (1550 F) for 1/2 h, furnace cooled. Plus 2% formic acid",10,,,48 h,30.0,"Carpenter Technology Corp., 1985",0.102,
Acetic Acid,Nickel and alloys,Nickel-chromium-iron-molybdenum,Carpenter Pyromet Alloy 102 Carpenter Technologies Corp.,0.686,27.44,,,Annealed. Plus acetic anhydride (1:1),,,,48 h,30.0,"Carpenter Technology Corp., 1985",0.686,
Acetic Acid,Nickel and alloys,Nickel-chromium-iron-molybdenum,Carpenter Pyromet Alloy 102 Carpenter Technologies Corp.,0.711,28.44,,,"Stress relieved at 843 C (1550 F) for 1/2 h, furnace cooled. Plus acetic anhydride (1:1)",,,,48 h,30.0,"Carpenter Technology Corp., 1985",0.711,
Acetic Acid,Nickel and alloys,Nickel-chromium-iron-molybdenum,Incoloy alloy 825 Inco Alloys International Inc.,0.018,0.7,,N08825,"1% formic acid, 5% high boiling esters",94,127,260,465 d,43.0,"Inco Alloys International, 1987",0.018,
Acetic Acid,Nickel and alloys,Nickel-chromium-iron-molybdenum,Incoloy alloy 825 Inco Alloys International Inc.,0.038,1.5,,N08825,"1.5 to 3.0% formic acid, 0.5% potassium permanganate, balance water",95,110-143,230-290,55 d,43.0,"Inco Alloys International, 1987",0.038,
Acetic Acid,Nickel and alloys,Nickel-chromium-iron-molybdenum,Incoloy alloy 825 Inco Alloys International Inc.,0.152,6,,N08825,"1.5% formic acid, 1 to 1.5% water",96.5-98,124,255,262 d,43.0,"Inco Alloys International, 1987",0.152,
Acetic Acid,Nickel and alloys,Nickel-chromium-iron-molybdenum,Incoloy alloy 825 Inco Alloys International Inc.,0.079,3.1,,N08825,"2.5% formic acid, 6.0% water",91.5,110-127,230-260,55 d,43.0,"Inco Alloys International, 1987",0.079,
Acetic Acid,Nickel and alloys,Nickel-chromium-iron-molybdenum,Incoloy alloy 825 Inco Alloys International Inc.,0.051,2,,N08825,"6% propionic acid, 20% butane, 5% pentane,8% ethyl acetate, 5% methyl ethyl ketone, plus other esters and ketones",40,174,345,217 d,43.0,"Inco Alloys International, 1987",0.051,
Acetic Acid,Nickel and alloys,Nickel-chromium-iron-molybdenum,Incoloy alloy 825 Inco Alloys International Inc.,0.005,0.2,,N08825,Less than 0.1% water in still,99.9,107,225,40 d,43.0,"Inco Alloys International, 1987",0.005,
Acetic Acid,Nickel and alloys,Nickel-chromium-iron-molybdenum,Incoloy alloy 825 Inco Alloys International Inc.,0.008,0.3,,N08825,"Vapors of 85% acetic acid, 10% acetic anhydride, 5% water, plus some acetone, acetonitrile, in vapor line just before condenser",85,116-135,240-275,875 d,43.0,"Inco Alloys International, 1987",0.008,
Acetic Acid,Nickel and alloys,Nickel-chromium-iron-molybdenum,Nickel 825 ,0.0152-0.016 ,0.60-0.63 ,,N08825,Mill annealed. Based on four 24-h tests,10,Boiling,Boiling,24 h,50.0,"S.W. Ciaraldi, M.R. Berry, and J.M. Johnson, Paper 98, presented at Corrosion/82, National Association of Corrosion Engineers, Houston, 1982; Corrosion Engineering Bulletin 6, International Nickel Company; as cited in Metals Handbook, Ninth Edition, Vol 1",0.0156,
Acetic Acid,Nickel and alloys,Nickel-chromium-iron-molybdenum,Nickel G ,0.03,1.2,,N06007,Mill annealed. Based on four 24-h tests,99,Boiling,Boiling,24 h,50.0,"S.W. Ciaraldi, M.R. Berry, and J.M. Johnson, Paper 98, presented at Corrosion/82, National Association of Corrosion Engineers, Houston, 1982; Corrosion Engineering Bulletin 6, International Nickel Company; as cited in Metals Handbook, Ninth Edition, Vol 1",0.03,
Acetic Acid,Nickel and alloys,Nickel-chromium-iron-molybdenum,Nickel G ,0.011-0.014 ,0.43-0.54 ,,N06007,Mill annealed. Based on four 24-h tests,10,Boiling,Boiling,24 h,50.0,"S.W. Ciaraldi, M.R. Berry, and J.M. Johnson, Paper 98, presented at Corrosion/82, National Association of Corrosion Engineers, Houston, 1982; Corrosion Engineering Bulletin 6, International Nickel Company; as cited in Metals Handbook, Ninth Edition, Vol 1",0.0125,
Acetic Acid,Nickel and alloys,Nickel-chromium-iron-molybdenum,Nickel G-2 ,0.005,0.2,,N06975,Mill annealed. Based on four 24-h tests,99,Boiling,Boiling,24 h,50.0,"S.W. Ciaraldi, M.R. Berry, and J.M. Johnson, Paper 98, presented at Corrosion/82, National Association of Corrosion Engineers, Houston, 1982; Corrosion Engineering Bulletin 6, International Nickel Company; as cited in Metals Handbook, Ninth Edition, Vol 1",0.005,
Acetic Acid,Nickel and alloys,Nickel-chromium-iron-molybdenum,Nickel G-3 ,0.015,0.6,,N06985,Mill annealed. Based on four 24-h tests,99,Boiling,Boiling,24 h,50.0,"S.W. Ciaraldi, M.R. Berry, and J.M. Johnson, Paper 98, presented at Corrosion/82, National Association of Corrosion Engineers, Houston, 1982; Corrosion Engineering Bulletin 6, International Nickel Company; as cited in Metals Handbook, Ninth Edition, Vol 1",0.015,
Acetic Acid,Nickel and alloys,Nickel-chromium-molybdenum-(tungsten),Alloy 625 ,0.03,1,,N06625,,20,Boiling,Boiling,,223.0,"H.E. Deverell and I.A. Franson, Practical Guide to Using the Newer Ferritic Stainless Steels, Materials Performance, NACE, USA, September 1989, p 52-57",0.03,
Acetic Acid,Nickel and alloys,Nickel-chromium-molybdenum-(tungsten),Cabot alloy No. 625 Cabot Corp.,0.02 max ,0.6 max ,,N06625,Average of four 24-h periods,10,Boiling,Boiling,,67.0,"Haynes International, 1982",0.02,
Acetic Acid,Nickel and alloys,Nickel-chromium-molybdenum-(tungsten),Cabot alloy No. 625 Cabot Corp.,0.01,0.4,,N06625,Average of four 24-h periods,99,Boiling,Boiling,,67.0,"Haynes International, 1982",0.01,
Acetic Acid,Nickel and alloys,Nickel-chromium-molybdenum-(tungsten),Inconel alloy 690 Inco Alloys International Inc.,0.03 max ,1 max ,,N06690,,10,80,176,,57.0,"Inco Alloys International, 1980",0.03,
Acetic Acid,Nickel and alloys,Nickel-chromium-molybdenum-(tungsten),Inconel alloy 690 Inco Alloys International Inc.,0.03 max  ,1 max  ,,N06690,Plus 0.5% H2SO4,10,80,176,,57.0,"Inco Alloys International, 1980",0.03,
Acetic Acid,Nickel and alloys,Nickel-copper,Nickel 400 ,2.1,84,,N04400,Air sparge,50,Boiling,Boiling,,50.0,"S.W. Ciaraldi, M.R. Berry, and J.M. Johnson, Paper 98, presented at Corrosion/82, National Association of Corrosion Engineers, Houston, 1982; Corrosion Engineering Bulletin 6, International Nickel Company; as cited in Metals Handbook, Ninth Edition, Vol 1",2.1,
Acetic Acid,Nickel and alloys,Nickel-chromium-molybdenum-(tungsten),Nickel 625 ,0.01-0.019 ,,,N06625,Mill annealed. Based on four 24-h tests,10,Boiling,Boiling,24 h,50.0,"S.W. Ciaraldi, M.R. Berry, and J.M. Johnson, Paper 98, presented at Corrosion/82, National Association of Corrosion Engineers, Houston, 1982; Corrosion Engineering Bulletin 6, International Nickel Company; as cited in Metals Handbook, Ninth Edition, Vol 1",0.014499999999999999,
Acetic Acid,Nickel and alloys,Nickel-chromium-molybdenum-(tungsten),Nickel 625 ,0.39,0.77,,N06625,Mill annealed. Based on four 24-h tests,99,Boiling,Boiling,24 h,50.0,"S.W. Ciaraldi, M.R. Berry, and J.M. Johnson, Paper 98, presented at Corrosion/82, National Association of Corrosion Engineers, Houston, 1982; Corrosion Engineering Bulletin 6, International Nickel Company; as cited in Metals Handbook, Ninth Edition, Vol 1",0.39,
Acetic Acid,Nickel and alloys,Nickel-chromium-molybdenum-(tungsten),Nickel 625 ,0.01,0.4,,N06625,Mill annealed. Based on four 24-h tests,99,Boiling,Boiling,24 h,50.0,"S.W. Ciaraldi, M.R. Berry, and J.M. Johnson, Paper 98, presented at Corrosion/82, National Association of Corrosion Engineers, Houston, 1982; Corrosion Engineering Bulletin 6, International Nickel Company; as cited in Metals Handbook, Ninth Edition, Vol 1",0.01,
Acetic Acid,Nickel and alloys,Nickel-chromium-molybdenum-(tungsten),Nickel alloy C ,0.049,1.93,,N10002,,90,150,302,30 d,217.0,"S. Bernhardsson, Corrosion Performance of a High-Nickel Alloy, Materials & Design, Vol 10, (No. 4), July/August 1989, p 186-196",0.049,
Acetic Acid,Nickel and alloys,Nickel-chromium-molybdenum-(tungsten),Nickel alloy C ,0.076,3,,N10002,,75,150,302,30 d,217.0,"S. Bernhardsson, Corrosion Performance of a High-Nickel Alloy, Materials & Design, Vol 10, (No. 4), July/August 1989, p 186-196",0.076,
Acetic Acid,Nickel and alloys,Nickel-chromium-molybdenum-(tungsten),Nickel alloy C ,0.073,2.88,,N10002,Plus 5% formic acid,85,150,302,30 d,217.0,"S. Bernhardsson, Corrosion Performance of a High-Nickel Alloy, Materials & Design, Vol 10, (No. 4), July/August 1989, p 186-196",0.073,
Acetic Acid,Nickel and alloys,Nickel-chromium-molybdenum-(tungsten),Nickel C-276 ,0.0076,0.3,,N10276,Mill annealed. Based on four 24-h tests,99,Boiling,Boiling,24 h,50.0,"S.W. Ciaraldi, M.R. Berry, and J.M. Johnson, Paper 98, presented at Corrosion/82, National Association of Corrosion Engineers, Houston, 1982; Corrosion Engineering Bulletin 6, International Nickel Company; as cited in Metals Handbook, Ninth Edition, Vol 1",0.0076,
Acetic Acid,Nickel and alloys,Nickel-chromium-molybdenum-(tungsten),Nickel C-276 ,0.011-0.0114 ,0.41-0.45 ,,N10276,Mill annealed. Based on four 24-h tests,10,Boiling,Boiling,24 h,50.0,"S.W. Ciaraldi, M.R. Berry, and J.M. Johnson, Paper 98, presented at Corrosion/82, National Association of Corrosion Engineers, Houston, 1982; Corrosion Engineering Bulletin 6, International Nickel Company; as cited in Metals Handbook, Ninth Edition, Vol 1",0.0112,
Acetic Acid,Nickel and alloys,Nickel-chromium-molybdenum-(tungsten),Nickel C-4 ,0.0005,0.02,,N06455,Mill annealed. Based on four 24-h tests,99,Boiling,Boiling,24 h,50.0,"S.W. Ciaraldi, M.R. Berry, and J.M. Johnson, Paper 98, presented at Corrosion/82, National Association of Corrosion Engineers, Houston, 1982; Corrosion Engineering Bulletin 6, International Nickel Company; as cited in Metals Handbook, Ninth Edition, Vol 1",0.0005,
Acetic Acid,Nickel and alloys,Nickel-chromium-molybdenum-cobalt,MP35N ,0.015,0.6,,R30035,,99,Boiling,Boiling,,23.0,"Metals Handbook, Ninth Edition, Vol 13, Corrosion, ASM International, Metals Park, OH, 1987, p 661",0.015,
Acetic Acid,Nickel and alloys,Nickel-copper,Nickel 400 ,2.97,117,,N04400,3200 ppm Cu2+ added as acetate,100,Boiling,Boiling,,65.0,"Corrosion Engineering Bulletin, No. 6, International Nickel Company, Inc.",2.97,
Acetic Acid,Nickel and alloys,Nickel-copper,Nickel 400 ,0.9,36,,N04400,3200 ppm Cu2+ added as acetate,50,Boiling,Boiling,,65.0,"Corrosion Engineering Bulletin, No. 6, International Nickel Company, Inc.",0.9,
Acetic Acid,Nickel and alloys,Nickel-copper,Nickel 400 ,0.008,0.33,,N04400,Aerated,10,30,86,,21.0,"S.W. Ciaraldi, M.R. Berry, and J.M. Johnson, Paper 98, presented at Corrosion/82, National Association of Corrosion Engineers, Houston, 1982",0.008,
Acetic Acid,Nickel and alloys,Nickel-copper,Nickel 400 ,0.01,0.41,,N04400,Aerated,25,30,86,,21.0,"S.W. Ciaraldi, M.R. Berry, and J.M. Johnson, Paper 98, presented at Corrosion/82, National Association of Corrosion Engineers, Houston, 1982",0.01,
Acetic Acid,Nickel and alloys,Nickel-copper,Nickel 400 ,0.019,0.74,,N04400,Aerated,50,30,86,,21.0,"S.W. Ciaraldi, M.R. Berry, and J.M. Johnson, Paper 98, presented at Corrosion/82, National Association of Corrosion Engineers, Houston, 1982",0.019,
Acetic Acid,Nickel and alloys,Nickel-copper,Nickel 400 ,0.009,0.36,,N04400,Aerated,75,30,86,,21.0,"S.W. Ciaraldi, M.R. Berry, and J.M. Johnson, Paper 98, presented at Corrosion/82, National Association of Corrosion Engineers, Houston, 1982",0.009,
